annotation_id,system_id,query_id,claim_text,annotator_1_judgment,annotator_2_judgment,annotator_3_judgment,majority_judgment,annotator_1_confidence,annotator_2_confidence,annotator_3_confidence,mean_confidence,evidence_snippet,fleiss_kappa_batch,annotation_date,adjudicated
FC4-0251,S3,S3-Q11052,Sample claim 251 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 251.,0.67,2024-12-15,0
FC4-0252,S4,S4-Q36938,Sample claim 252 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 252.,0.67,2024-10-06,0
FC4-0253,S1,S1-Q42673,Sample claim 253 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 253.,0.67,2024-10-27,0
FC4-0254,S2,S2-Q18984,Sample claim 254 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 254.,0.67,2024-12-22,0
FC4-0255,S3,S3-Q29724,Sample claim 255 from Document Summarization and QA output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 255.,0.67,2024-10-10,0
FC4-0256,S4,S4-Q39759,Sample claim 256 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 256.,0.67,2024-10-19,0
FC4-0257,S1,S1-Q49851,Sample claim 257 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 257.,0.67,2024-11-17,0
FC4-0258,S2,S2-Q16248,Sample claim 258 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 258.,0.67,2024-10-19,0
FC4-0259,S3,S3-Q10467,Sample claim 259 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 259.,0.67,2024-11-11,0
FC4-0260,S4,S4-Q30594,Sample claim 260 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,4,5,4.0,Evidence snippet supporting judgment for claim 260.,0.67,2024-12-03,0
FC4-0261,S1,S1-Q15777,Sample claim 261 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 261.,0.67,2024-10-28,0
FC4-0262,S2,S2-Q30841,Sample claim 262 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 262.,0.67,2024-11-06,0
FC4-0263,S3,S3-Q26428,Sample claim 263 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 263.,0.67,2024-11-16,0
FC4-0264,S4,S4-Q04819,Sample claim 264 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 264.,0.67,2024-11-19,0
FC4-0265,S1,S1-Q07787,Sample claim 265 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 265.,0.67,2024-10-17,0
FC4-0266,S2,S2-Q49478,Sample claim 266 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 266.,0.67,2024-10-19,0
FC4-0267,S3,S3-Q46766,Sample claim 267 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 267.,0.67,2024-11-12,0
FC4-0268,S4,S4-Q40179,Sample claim 268 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 268.,0.67,2024-11-10,0
FC4-0269,S1,S1-Q33248,Sample claim 269 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 269.,0.67,2024-12-05,0
FC4-0270,S2,S2-Q44159,Sample claim 270 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 270.,0.67,2024-10-15,0
FC4-0271,S3,S3-Q01747,Sample claim 271 from Document Summarization and QA output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 271.,0.67,2024-12-16,0
FC4-0272,S4,S4-Q47278,Sample claim 272 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 272.,0.67,2024-10-07,0
FC4-0273,S1,S1-Q44613,Sample claim 273 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 273.,0.67,2024-11-01,0
FC4-0274,S2,S2-Q27446,Sample claim 274 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 274.,0.67,2024-10-20,0
FC4-0275,S3,S3-Q47672,Sample claim 275 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 275.,0.67,2024-10-08,0
FC4-0276,S4,S4-Q24696,Sample claim 276 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 276.,0.67,2024-11-10,0
FC4-0277,S1,S1-Q47247,Sample claim 277 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 277.,0.67,2024-12-27,0
FC4-0278,S2,S2-Q36575,Sample claim 278 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 278.,0.67,2024-11-08,0
FC4-0279,S3,S3-Q45236,Sample claim 279 from Document Summarization and QA output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 279.,0.67,2024-12-30,0
FC4-0280,S4,S4-Q07988,Sample claim 280 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 280.,0.67,2024-12-13,0
FC4-0281,S1,S1-Q02757,Sample claim 281 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 281.,0.67,2024-11-06,0
FC4-0282,S2,S2-Q31397,Sample claim 282 from AI Code Assistant IDE Plugin output.,INCORRECT,CORRECT,UNVERIFIABLE,INCORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 282.,0.67,2024-10-28,1
FC4-0283,S3,S3-Q07159,Sample claim 283 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 283.,0.67,2024-12-18,0
FC4-0284,S4,S4-Q15260,Sample claim 284 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 284.,0.67,2024-10-07,0
FC4-0285,S1,S1-Q36068,Sample claim 285 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 285.,0.67,2024-10-21,0
FC4-0286,S2,S2-Q49540,Sample claim 286 from AI Code Assistant IDE Plugin output.,CORRECT,INCORRECT,UNVERIFIABLE,INCORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 286.,0.67,2024-11-06,1
FC4-0287,S3,S3-Q15219,Sample claim 287 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 287.,0.67,2024-12-08,0
FC4-0288,S4,S4-Q02382,Sample claim 288 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 288.,0.67,2024-11-20,0
FC4-0289,S1,S1-Q19556,Sample claim 289 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 289.,0.67,2024-12-12,0
FC4-0290,S2,S2-Q34362,Sample claim 290 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 290.,0.67,2024-12-03,0
FC4-0291,S3,S3-Q21672,Sample claim 291 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 291.,0.67,2024-10-21,0
FC4-0292,S4,S4-Q19335,Sample claim 292 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 292.,0.67,2024-12-12,0
FC4-0293,S1,S1-Q33770,Sample claim 293 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 293.,0.67,2024-11-11,0
FC4-0294,S2,S2-Q16257,Sample claim 294 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 294.,0.67,2024-10-01,0
FC4-0295,S3,S3-Q47375,Sample claim 295 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 295.,0.67,2024-12-13,0
FC4-0296,S4,S4-Q30501,Sample claim 296 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 296.,0.67,2024-11-09,0
FC4-0297,S1,S1-Q07695,Sample claim 297 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 297.,0.67,2024-12-21,0
FC4-0298,S2,S2-Q10040,Sample claim 298 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 298.,0.67,2024-11-28,0
FC4-0299,S3,S3-Q43523,Sample claim 299 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 299.,0.67,2024-10-28,0
FC4-0300,S4,S4-Q34615,Sample claim 300 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 300.,0.67,2024-12-30,0
FC4-0301,S1,S1-Q37533,Sample claim 301 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 301.,0.743,2024-12-08,0
FC4-0302,S2,S2-Q46984,Sample claim 302 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,3,3.67,Evidence snippet supporting judgment for claim 302.,0.743,2024-12-14,0
FC4-0303,S3,S3-Q33637,Sample claim 303 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 303.,0.743,2024-11-23,0
FC4-0304,S4,S4-Q25949,Sample claim 304 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 304.,0.743,2024-11-02,0
FC4-0305,S1,S1-Q45901,Sample claim 305 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 305.,0.743,2024-10-09,0
FC4-0306,S2,S2-Q26796,Sample claim 306 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 306.,0.743,2024-10-24,0
FC4-0307,S3,S3-Q25067,Sample claim 307 from Document Summarization and QA output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 307.,0.743,2024-11-27,0
FC4-0308,S4,S4-Q08716,Sample claim 308 from Medical Triage Assistant output.,UNVERIFIABLE,INCORRECT,CORRECT,UNVERIFIABLE,5,5,5,5.0,Evidence snippet supporting judgment for claim 308.,0.743,2024-12-23,1
FC4-0309,S1,S1-Q47701,Sample claim 309 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,INCORRECT,UNVERIFIABLE,4,5,3,4.0,Evidence snippet supporting judgment for claim 309.,0.743,2024-10-29,1
FC4-0310,S2,S2-Q35681,Sample claim 310 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,5,5,4.67,Evidence snippet supporting judgment for claim 310.,0.743,2024-11-24,0
FC4-0311,S3,S3-Q12353,Sample claim 311 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 311.,0.743,2024-10-15,0
FC4-0312,S4,S4-Q04410,Sample claim 312 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 312.,0.743,2024-10-13,0
FC4-0313,S1,S1-Q02900,Sample claim 313 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 313.,0.743,2024-11-21,0
FC4-0314,S2,S2-Q18958,Sample claim 314 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 314.,0.743,2024-10-30,0
FC4-0315,S3,S3-Q15526,Sample claim 315 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 315.,0.743,2024-11-08,0
FC4-0316,S4,S4-Q03995,Sample claim 316 from Medical Triage Assistant output.,UNVERIFIABLE,INCORRECT,CORRECT,UNVERIFIABLE,4,4,4,4.0,Evidence snippet supporting judgment for claim 316.,0.743,2024-12-11,1
FC4-0317,S1,S1-Q36429,Sample claim 317 from Customer Support Chatbot output.,INCORRECT,UNVERIFIABLE,INCORRECT,INCORRECT,5,5,4,4.67,Evidence snippet supporting judgment for claim 317.,0.743,2024-12-03,0
FC4-0318,S2,S2-Q45634,Sample claim 318 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 318.,0.743,2024-11-23,0
FC4-0319,S3,S3-Q14769,Sample claim 319 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,3,4.0,Evidence snippet supporting judgment for claim 319.,0.743,2024-11-08,0
FC4-0320,S4,S4-Q27297,Sample claim 320 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 320.,0.743,2024-12-11,0
FC4-0321,S1,S1-Q29478,Sample claim 321 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 321.,0.743,2024-11-17,0
FC4-0322,S2,S2-Q39648,Sample claim 322 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 322.,0.743,2024-12-17,0
FC4-0323,S3,S3-Q36625,Sample claim 323 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 323.,0.743,2024-10-28,0
FC4-0324,S4,S4-Q48594,Sample claim 324 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 324.,0.743,2024-10-16,0
FC4-0325,S1,S1-Q13403,Sample claim 325 from Customer Support Chatbot output.,CORRECT,CORRECT,INCORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 325.,0.743,2024-11-20,0
FC4-0326,S2,S2-Q42515,Sample claim 326 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,4,4,5,4.33,Evidence snippet supporting judgment for claim 326.,0.743,2024-11-15,0
FC4-0327,S3,S3-Q30769,Sample claim 327 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 327.,0.743,2024-11-10,0
FC4-0328,S4,S4-Q09564,Sample claim 328 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 328.,0.743,2024-10-03,0
FC4-0329,S1,S1-Q12858,Sample claim 329 from Customer Support Chatbot output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 329.,0.743,2024-11-12,0
FC4-0330,S2,S2-Q22123,Sample claim 330 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 330.,0.743,2024-11-02,0
FC4-0331,S3,S3-Q11026,Sample claim 331 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 331.,0.743,2024-11-15,0
FC4-0332,S4,S4-Q34338,Sample claim 332 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,3,4.33,Evidence snippet supporting judgment for claim 332.,0.743,2024-10-05,0
FC4-0333,S1,S1-Q09011,Sample claim 333 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,3,3,4,3.33,Evidence snippet supporting judgment for claim 333.,0.743,2024-12-20,0
FC4-0334,S2,S2-Q03962,Sample claim 334 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 334.,0.743,2024-12-19,0
FC4-0335,S3,S3-Q00434,Sample claim 335 from Document Summarization and QA output.,CORRECT,UNVERIFIABLE,UNVERIFIABLE,UNVERIFIABLE,5,4,3,4.0,Evidence snippet supporting judgment for claim 335.,0.743,2024-12-08,0
FC4-0336,S4,S4-Q01124,Sample claim 336 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,4,4.33,Evidence snippet supporting judgment for claim 336.,0.743,2024-12-04,0
FC4-0337,S1,S1-Q34367,Sample claim 337 from Customer Support Chatbot output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,3,3,3,3.0,Evidence snippet supporting judgment for claim 337.,0.743,2024-10-20,0
FC4-0338,S2,S2-Q05179,Sample claim 338 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 338.,0.743,2024-11-17,0
FC4-0339,S3,S3-Q44830,Sample claim 339 from Document Summarization and QA output.,INCORRECT,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 339.,0.743,2024-10-11,0
FC4-0340,S4,S4-Q24719,Sample claim 340 from Medical Triage Assistant output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 340.,0.743,2024-12-10,0
FC4-0341,S1,S1-Q42265,Sample claim 341 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 341.,0.743,2024-11-12,0
FC4-0342,S2,S2-Q13856,Sample claim 342 from AI Code Assistant IDE Plugin output.,CORRECT,UNVERIFIABLE,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 342.,0.743,2024-12-28,0
FC4-0343,S3,S3-Q35589,Sample claim 343 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 343.,0.743,2024-12-12,0
FC4-0344,S4,S4-Q09450,Sample claim 344 from Medical Triage Assistant output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,3,3,5,3.67,Evidence snippet supporting judgment for claim 344.,0.743,2024-12-31,0
FC4-0345,S1,S1-Q25504,Sample claim 345 from Customer Support Chatbot output.,UNVERIFIABLE,INCORRECT,CORRECT,UNVERIFIABLE,5,3,5,4.33,Evidence snippet supporting judgment for claim 345.,0.743,2024-12-26,1
FC4-0346,S2,S2-Q05140,Sample claim 346 from AI Code Assistant IDE Plugin output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 346.,0.743,2024-12-04,0
FC4-0347,S3,S3-Q39661,Sample claim 347 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,4,3.33,Evidence snippet supporting judgment for claim 347.,0.743,2024-12-18,0
FC4-0348,S4,S4-Q29528,Sample claim 348 from Medical Triage Assistant output.,INCORRECT,CORRECT,CORRECT,CORRECT,3,5,4,4.0,Evidence snippet supporting judgment for claim 348.,0.743,2024-12-02,0
FC4-0349,S1,S1-Q43298,Sample claim 349 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 349.,0.743,2024-11-18,0
FC4-0350,S2,S2-Q17562,Sample claim 350 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,3,3.67,Evidence snippet supporting judgment for claim 350.,0.743,2024-10-20,0
FC4-0351,S3,S3-Q06983,Sample claim 351 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 351.,0.719,2024-10-12,0
FC4-0352,S4,S4-Q05722,Sample claim 352 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 352.,0.719,2024-10-24,0
FC4-0353,S1,S1-Q23195,Sample claim 353 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 353.,0.719,2024-12-10,0
FC4-0354,S2,S2-Q27120,Sample claim 354 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 354.,0.719,2024-11-19,0
FC4-0355,S3,S3-Q11114,Sample claim 355 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,5,5,4.33,Evidence snippet supporting judgment for claim 355.,0.719,2024-12-27,0
FC4-0356,S4,S4-Q10959,Sample claim 356 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,4,3,3,3.33,Evidence snippet supporting judgment for claim 356.,0.719,2024-11-25,0
FC4-0357,S1,S1-Q47245,Sample claim 357 from Customer Support Chatbot output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 357.,0.719,2024-12-20,0
FC4-0358,S2,S2-Q25933,Sample claim 358 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,3,4,3,3.33,Evidence snippet supporting judgment for claim 358.,0.719,2024-11-12,0
FC4-0359,S3,S3-Q42667,Sample claim 359 from Document Summarization and QA output.,CORRECT,CORRECT,UNVERIFIABLE,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 359.,0.719,2024-12-16,0
FC4-0360,S4,S4-Q11642,Sample claim 360 from Medical Triage Assistant output.,CORRECT,CORRECT,INCORRECT,CORRECT,3,4,4,3.67,Evidence snippet supporting judgment for claim 360.,0.719,2024-11-20,0
FC4-0361,S1,S1-Q21358,Sample claim 361 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 361.,0.719,2024-11-18,0
FC4-0362,S2,S2-Q35759,Sample claim 362 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,3,5,4.33,Evidence snippet supporting judgment for claim 362.,0.719,2024-10-24,0
FC4-0363,S3,S3-Q28735,Sample claim 363 from Document Summarization and QA output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 363.,0.719,2024-11-07,0
FC4-0364,S4,S4-Q09122,Sample claim 364 from Medical Triage Assistant output.,UNVERIFIABLE,CORRECT,UNVERIFIABLE,UNVERIFIABLE,4,5,4,4.33,Evidence snippet supporting judgment for claim 364.,0.719,2024-12-21,0
FC4-0365,S1,S1-Q29431,Sample claim 365 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,3,3.67,Evidence snippet supporting judgment for claim 365.,0.719,2024-12-16,0
FC4-0366,S2,S2-Q02410,Sample claim 366 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,5,4.67,Evidence snippet supporting judgment for claim 366.,0.719,2024-11-16,0
FC4-0367,S3,S3-Q43097,Sample claim 367 from Document Summarization and QA output.,CORRECT,CORRECT,CORRECT,CORRECT,3,3,3,3.0,Evidence snippet supporting judgment for claim 367.,0.719,2024-12-25,0
FC4-0368,S4,S4-Q26190,Sample claim 368 from Medical Triage Assistant output.,CORRECT,CORRECT,CORRECT,CORRECT,5,5,5,5.0,Evidence snippet supporting judgment for claim 368.,0.719,2024-11-12,0
FC4-0369,S1,S1-Q48946,Sample claim 369 from Customer Support Chatbot output.,INCORRECT,CORRECT,CORRECT,CORRECT,4,3,5,4.0,Evidence snippet supporting judgment for claim 369.,0.719,2024-12-06,0
FC4-0370,S2,S2-Q44536,Sample claim 370 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 370.,0.719,2024-12-15,0
FC4-0371,S3,S3-Q27262,Sample claim 371 from Document Summarization and QA output.,CORRECT,CORRECT,INCORRECT,CORRECT,4,3,4,3.67,Evidence snippet supporting judgment for claim 371.,0.719,2024-10-11,0
FC4-0372,S4,S4-Q13558,Sample claim 372 from Medical Triage Assistant output.,CORRECT,INCORRECT,CORRECT,CORRECT,4,4,4,4.0,Evidence snippet supporting judgment for claim 372.,0.719,2024-12-06,0
FC4-0373,S1,S1-Q04403,Sample claim 373 from Customer Support Chatbot output.,CORRECT,CORRECT,CORRECT,CORRECT,5,4,4,4.33,Evidence snippet supporting judgment for claim 373.,0.719,2024-11-08,0
FC4-0374,S2,S2-Q44378,Sample claim 374 from AI Code Assistant IDE Plugin output.,CORRECT,CORRECT,CORRECT,CORRECT,4,5,3,4.0,Evidence snippet supporting judgment for claim 374.,0.719,2024-10-22,0
FC4-0375,S3,S3-Q36691,Sample claim 375 from Document Summarization and QA output.,UNVERIFIABLE,CORRECT,CORRECT,CORRECT,5,3,4,4.0,Evidence snippet supporting judgment for claim 375.,0.719,2024-11-24,0
